Age,Occupation,Risk Tolerance,Investment Duration,Financial Goals,Investment Amount,Liquidity Needs,Investment Recommendation,Annual Income
37,Lawyer,Medium,Mid-term,Marriage,376846,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,662682
19,Teacher,Medium,Mid-term,Marriage,417914,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,741176
37,Government Employee,Low,Mid-term,Education,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,951542
42,Lawyer,Low,Mid-term,Education,135646,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1054787
47,Lawyer,High,Mid-term,Marriage,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1036330
59,Engineer,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,680752
46,Retail Worker,Low,Long-term,Wealth Building,289199,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1284492
40,Banker,Low,Long-term,Retirement,275042,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,523273
45,Retail Worker,Low,Short-term,Emergency Fund,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,554800
64,Student,High,Long-term,Wealth Building,80000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,74090
29,Engineer,High,Long-term,Retirement,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,946840
50,Lawyer,Medium,Long-term,Retirement,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1130452
51,Business Owner,Low,Short-term,Emergency Fund,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,461921
45,Doctor,High,Long-term,Wealth Building,328252,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,530337
35,Doctor,Low,Short-term,Emergency Fund,243843,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,462750
48,Teacher,Medium,Long-term,Retirement,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,654704
30,Business Owner,Low,Long-term,Retirement,13309,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1047084
51,Retail Worker,Low,Long-term,Wealth Building,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1098706
55,Self-Employed,High,Mid-term,Marriage,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,407956
35,Consultant,High,Short-term,Emergency Fund,418400,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,319840
25,Doctor,Medium,Long-term,Wealth Building,127044,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,984947
63,Service Industry,Low,Long-term,Retirement,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,450019
64,Teacher,Low,Mid-term,Marriage,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,493533
30,IT Professional,Low,Mid-term,Education,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,843922
46,Engineer,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,771780
27,Government Employee,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,310463
50,Artist,Low,Long-term,Wealth Building,241860,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1298503
19,Retail Worker,Low,Long-term,Wealth Building,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,888375
19,Doctor,Medium,Long-term,Retirement,388441,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,404973
20,Freelancer,Low,Short-term,Emergency Fund,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,684899
36,Student,High,Long-term,Retirement,80000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,99578
55,Lawyer,High,Long-term,Wealth Building,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,628282
58,Self-Employed,High,Mid-term,Education,271765,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1279354
32,Banker,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1041110
37,Consultant,Medium,Long-term,Wealth Building,260700,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,995771
51,Self-Employed,Medium,Long-term,Retirement,98645,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,486980
45,Self-Employed,Low,Mid-term,Education,201711,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1115009
52,Lawyer,High,Mid-term,Education,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,940246
49,Retail Worker,Low,Mid-term,Marriage,312332,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,549634
61,Lawyer,High,Long-term,Wealth Building,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1269783
26,Freelancer,Medium,Long-term,Retirement,12524,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,710894
62,Doctor,High,Mid-term,Education,436312,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,524824
32,IT Professional,Medium,Long-term,Retirement,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,723328
24,Student,High,Mid-term,Marriage,80000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,61412
61,Service Industry,Medium,Short-term,Emergency Fund,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,765016
58,Teacher,Low,Short-term,Emergency Fund,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,902382
64,Self-Employed,Medium,Short-term,Emergency Fund,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1043570
36,Retail Worker,Medium,Mid-term,Marriage,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,540392
18,Service Industry,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1114601
29,Engineer,Medium,Mid-term,Education,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,369635
34,Retail Worker,Medium,Long-term,Retirement,100536,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,506834
46,Student,Medium,Mid-term,Marriage,80000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,52200
36,Government Employee,Medium,Long-term,Wealth Building,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,760710
23,Business Owner,High,Long-term,Wealth Building,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,414499
24,Service Industry,Medium,Long-term,Wealth Building,1765,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1162167
54,Engineer,High,Long-term,Wealth Building,416867,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1254402
61,Business Owner,Low,Long-term,Wealth Building,426815,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,513262
30,Business Owner,Medium,Mid-term,Education,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,308970
34,Artist,High,Long-term,Retirement,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,852173
58,Doctor,Medium,Long-term,Retirement,141479,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,934402
42,Artist,Low,Long-term,Wealth Building,500000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,342320
56,Consultant,Low,Mid-term,Marriage,204222,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,628740
59,Retail Worker,Low,Long-term,Retirement,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,530488
24,Doctor,High,Short-term,Emergency Fund,293406,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,956949
41,Artist,Medium,Mid-term,Education,496126,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1080261
26,Consultant,Medium,Mid-term,Education,457423,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1152897
60,Lawyer,High,Long-term,Wealth Building,326764,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,827213
27,Student,High,Mid-term,Marriage,80000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,93647
32,Government Employee,Medium,Long-term,Retirement,243045,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1164844
41,IT Professional,Medium,Mid-term,Marriage,218516,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,859877
61,Consultant,High,Short-term,Emergency Fund,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,860026
54,Artist,High,Mid-term,Education,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,973753
58,Doctor,High,Mid-term,Education,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,685312
38,Consultant,Medium,Short-term,Emergency Fund,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,453247
64,Teacher,Low,Mid-term,Marriage,318539,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1059338
45,Government Employee,Medium,Short-term,Emergency Fund,283768,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,704957
57,Freelancer,Low,Short-term,Emergency Fund,486817,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,642175
39,Retail Worker,High,Mid-term,Education,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,543139
47,IT Professional,High,Long-term,Retirement,152757,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,584865
50,Teacher,Medium,Mid-term,Education,156306,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,891354
51,Banker,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,337873
22,Service Industry,Low,Long-term,Wealth Building,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1274800
38,Self-Employed,Medium,Long-term,Retirement,365839,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,773560
48,Engineer,High,Mid-term,Marriage,93717,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1068829
30,Student,Low,Mid-term,Education,80000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,69856
57,Business Owner,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1021739
49,Doctor,Medium,Mid-term,Marriage,86202,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,565692
64,Government Employee,Medium,Short-term,Emergency Fund,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,811187
26,Teacher,Medium,Long-term,Wealth Building,63383,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1043724
20,Artist,Medium,Long-term,Retirement,494887,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,319462
19,Artist,Low,Long-term,Retirement,204213,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,899434
20,Student,Low,Mid-term,Education,80000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,77634
21,Service Industry,High,Long-term,Retirement,403858,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1200402
62,Freelancer,Low,Long-term,Retirement,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,487034
48,Artist,Medium,Short-term,Emergency Fund,57144,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,873204
43,Government Employee,Low,Mid-term,Marriage,489690,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,928300
33,Engineer,Medium,Short-term,Emergency Fund,394880,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,880808
26,Student,High,Short-term,Emergency Fund,80000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,88278
35,Government Employee,Medium,Long-term,Retirement,117208,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,530723
54,Self-Employed,Low,Long-term,Retirement,315304,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,725952
45,Freelancer,High,Mid-term,Marriage,324681,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,478680
60,Student,Medium,Short-term,Emergency Fund,80000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,50006
35,Service Industry,Medium,Short-term,Emergency Fund,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1025216
49,Artist,Medium,Long-term,Wealth Building,27761,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,623582
22,Service Industry,Low,Mid-term,Marriage,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,620202
18,Teacher,Medium,Long-term,Retirement,163763,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,547422
32,Teacher,Medium,Short-term,Emergency Fund,78603,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,331939
62,IT Professional,Medium,Long-term,Retirement,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,909959
64,Government Employee,High,Mid-term,Marriage,106050,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,800875
50,Teacher,Low,Mid-term,Marriage,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,377178
52,Retail Worker,Low,Long-term,Retirement,188649,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,437760
55,Service Industry,High,Mid-term,Marriage,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,846569
59,Consultant,Low,Short-term,Emergency Fund,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1054897
33,Teacher,Medium,Mid-term,Marriage,206617,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1242916
64,Engineer,Low,Mid-term,Marriage,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1246998
23,Banker,High,Long-term,Retirement,413853,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,894887
46,Consultant,Medium,Mid-term,Marriage,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,304733
44,Teacher,High,Long-term,Retirement,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1140112
47,Doctor,High,Long-term,Retirement,296505,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,549270
44,IT Professional,High,Mid-term,Marriage,247444,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,964814
55,Consultant,Medium,Mid-term,Education,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1263287
54,Engineer,Low,Short-term,Emergency Fund,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1202826
41,Engineer,Medium,Long-term,Retirement,88366,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1103979
40,Engineer,Low,Long-term,Wealth Building,113801,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1220291
31,IT Professional,Medium,Mid-term,Education,34229,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,532030
64,Freelancer,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,391264
41,Engineer,Low,Mid-term,Marriage,492629,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1082453
42,Doctor,High,Long-term,Wealth Building,478516,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,589244
52,Artist,High,Mid-term,Marriage,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,933213
31,Engineer,Medium,Mid-term,Marriage,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,581826
50,IT Professional,High,Mid-term,Marriage,180320,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,368384
20,Teacher,Low,Long-term,Retirement,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,863928
